"kode_urusan","kode_bidang","kode_program","kode_kegiatan","kode_sub_kegiatan","nomenklatur","kinerja","indikator","satuan"
"1","1","2.0","3.05","63.0","Dukungan Terhadap Lembaga Keagamaan dan Lembaga Swadaya Masyarakat dalam Penyelenggaraan Pendidikan Sekolah Menengah Atas","Terselenggaranya Dukungan Terhadap Lembaga Keagamaan dan Lembaga Swadaya Masyarakat dalam Penyelenggaraan Pendidikan Sekolah Menengah Atas","Jumlah Lembaga Keagamaan dan Lembaga Swadaya Masyarakat Yang Mendapat Dukungan Penyelenggaraan Pendidikan Sekolah Sekolah Menengah Atas","Lembaga"
"1","1","2.0","3.05","64.0","Penyediaan infrastruktur TIK","Tersedianya infrastruktur TIK","Jumlah paket infrastruktur TIK yang tersedia","Paket"
"1","1","2.0","3.05","65.0","Pemberian layanan pendampingan bagi satuan pendidikan untuk pencegahan perundungan, kekerasan, dan intoleransi","Terlayaninya satuan pendidikan dalam pencegahan perundungan, kekerasan, dan intoleransi","Jumlah kegiatan pendampingan bagi satuan pendidikan untuk pencegahan perundungan, kekerasan, dan intoleransi","Kegiatan"
"1","1","2.0","3.05","66.0","Fasilitasi Komunitas Belajar Pendidik dan Tenaga Kependidikan","Komunitas Belajar Pendidik dan Tenaga Pendidik yang terfasilitasi","Jumlah Komunitas Belajar Pendidik dan Tenaga Pendidik yang terfasilitasi","Komunitas"
"1","1","2.0","3.05","67.0","Perlengkapan Dasar Buku Teks dan Non Teks Peserta Didik","Peserta Didik Menerima Perlengkapan Dasar Buku Teks dan Non Teks","Jumlah Buku Teks dan Non Teks yang Diterima Peserta Didik","Buku"
"1","1","2.0","3.05","68.0","Rehabilitasi Sedang/Berat Ruang Laboratorium","Ruang Laboratorium yang Terehabilitasi Sedang/Berat","Jumlah Laboratorium yang Telah Direhabilitasi Sedang/Berat","Ruang"
"1","1","2.0","3.05","69.0","Pembangunan Ruang Kelas Baru","Ruang Kelas Baru Bertambah","Jumlah Ruang Kelas Baru yang Bertambah","Ruang"
"1","1","2.0","3.05","70.0","Penataan Ruang/Sudut Baca","Ruang/Sudut Baca yang Tertata","Jumlah Ruang/Sudut Baca yang Telah Ditata","Ruang"
"1","1","2.0","3.05","71.0","Pembangunan Ruang Laboratorium","Ruang Laboratorium yang Terbangun","Jumlah Ruang Laboratorium yang Telah Dibangun","Ruang"
"1","1","2.0","3.05","72.0","Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan","Terlaksananya Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan","Jumlah Peserta Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan yang dilaksanakan","Orang"
"1","1","2.0","3.06","","Pengelolaan Pendidikan Sekolah Menengah Kejuruan","","",""
"1","1","2.0","3.06","1.0","Pembangunan USB (Unit Sekolah Baru)","Sekolah Baru yang Terbangun","Jumlah Sekolah Baru yang Telah Dibangun","Unit"
"1","1","2.0","3.06","3.0","Pembangunan Ruang Guru/Kepala Sekolah/TU","Ruang Guru/Kepala Sekolah/TU yang Terbangun","Jumlah Ruang Guru/Kepala Sekolah/TU yang Telah Dibangun","Ruang"
"1","1","2.0","3.06","4.0","Pembangunan Ruang Praktik Siswa","Ruang Praktik Siswa yang Terbangun","Jumlah Ruang Praktik Siswa yang Telah Dibangun","Ruang"
"1","1","2.0","3.06","5.0","Pembangunan Ruang Laboratorium","Ruang Laboratorium yang Terbangun","Jumlah Ruang Laboratorium yang Telah Dibangun","Ruang"
"1","1","2.0","3.06","6.0","Pembangunan Ruang Unit Kesehatan Sekolah","Ruang Unit Kesehatan Sekolah yang Terbangun","Jumlah Ruang Unit Kesehatan Sekolah yang Telah Dibangun","Ruang"
"1","1","2.0","3.06","7.0","Pembangunan Perpustakaan Sekolah","Perpustakaan Sekolah yang Terbangun","Jumlah Perpustakaan Sekolah yang Telah Dibangun","Ruang"
"1","1","2.0","3.06","8.0","Pembangunan Ruang Serba Guna/Aula","Ruang Serba Guna/Aula yang Terbangun","Jumlah Ruang Serba Guna/Aula yang Telah Dibangun","Ruang"
"1","1","2.0","3.06","9.0","Pembangunan Asrama Sekolah","Asrama Sekolah yang Terbangun","Jumlah Asrama Sekolah yang Telah Dibangun","Unit"
"1","1","2.0","3.06","10.0","Pembangunan Sarana, Prasarana dan Utilitas Sekolah","Sarana, Prasarana dan Utilitas Sekolah yang Terbangun","Jumlah Sarana, Prasarana dan Utilitas Sekolah yang Telah Dibangun","Unit"
"1","1","2.0","3.06","11.0","Pembangunan Fasilitas Parkir","Fasilitas Parkir yang Terbangun","Jumlah Fasilitas Parkir yang Telah Dibangun","Unit"
"1","1","2.0","3.06","12.0","Pembangunan Kantin Sekolah","Kantin Sekolah yang Terbangun","Jumlah Kantin Sekolah yang Telah Dibangun","Unit"
"1","1","2.0","3.06","13.0","Pembangunan Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah","Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah yang Terbangun","Jumlah Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah yang Telah Dibangun","Unit"
"1","1","2.0","3.06","15.0","Rehabilitasi Ruang Kelas Sekolah","Ruang Kelas Sekolah yang Terehabilitasi","Jumlah Ruang Kelas Sekolah yang Telah Direhabilitasi","Ruang"
"1","1","2.0","3.06","16.0","Rehabilitasi Ruang Guru/Kepala Sekolah/TU","Ruang Guru/Kepala Sekolah/TU yang Terehabilitasi","Jumlah ruang Guru/Kepala Sekolah/TU yang Telah Direhabilitasi","Ruang"
"1","1","2.0","3.06","17.0","Rehabilitasi Ruang Praktik Siswa","Ruang Praktik Siswa yang Terehabilitasi","Jumlah Ruang Praktik Siswa yang Telah Direhabilitasi","Ruang"
"1","1","2.0","3.06","18.0","Rehabilitasi Ruang Laboratorium","Ruang Laboratorium yang Terehabilitasi","Jumlah Ruang Laboratorium yang Telah Direhabilitasi","Ruang"
"1","1","2.0","3.06","19.0","Rehabilitasi Ruang Unit Kesehatan Sekolah","Ruang Unit Kesehatan Sekolah yang Terehabilitasi","Jumlah Ruang Unit Kesehatan Sekolah yang Telah Direhabilitasi","Ruang"
"1","1","2.0","3.06","20.0","Rehabilitasi Perpustakaan Sekolah","Perpustakaan Sekolah yang Terehabilitasi","Jumlah Perpustakaan Sekolah yang Telah Direhabilitasi","Ruang"
"1","1","2.0","3.06","21.0","Rehabilitasi Ruang Serba Guna/Aula","Ruang Serba Guna/Aula yang Terehabilitasi","Jumlah Ruang Serba Guna/Aula yang Telah Direhabilitasi","Ruang"
"1","1","2.0","3.06","22.0","Rehabilitasi Asrama Sekolah","Asrama Sekolah yang Terehabilitasi","Jumlah Asrama Sekolah yang Telah Direhabilitasi","Unit"
"1","1","2.0","3.06","23.0","Rehabilitasi Sarana, Prasarana dan Utilitas Sekolah","Sarana, Prasarana dan Utilitas Sekolah yang Terehabilitasi","Jumlah Sarana, Prasarana dan Utilitas Sekolah yang Telah Direhabilitasi","Unit"
"1","1","2.0","3.06","25.0","Rehabilitasi Kantin Sekolah","Kantin Sekolah yang Terehabilitasi","Jumlah Kantin Sekolah yang Telah Direhabilitasi","Unit"
"1","1","2.0","3.06","26.0","Rehabilitasi Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah","Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah yang Terehabilitasi","Jumlah Rumah Dinas Kepala Sekolah, Guru, Penjaga Sekolah yang Telah Direhabilitasi","Unit"
"1","1","2.0","3.06","28.0","Pengadaan Mebel Sekolah","Mebel Sekolah yang Tersedia","Jumlah Mebel Sekolah yang Tersedia","Paket"
"1","1","2.0","3.06","29.0","Pengadaaan Alat Rumah Tangga Sekolah","Alat Rumah Tangga Sekolah yang Tersedia","Jumlah Alat Rumah Tangga Sekolah yang Tersedia","Paket"
"1","1","2.0","3.06","30.0","Pengadaan Perlengkapan Sekolah","Perlengkapan Sekolah yang Tersedia","Jumlah perlengkapan Sekolah yang Tersedia","Paket"
"1","1","2.0","3.06","31.0","Pengadaan Perlengkapan Peserta Didik","Perlengkapan Peserta Didik yang Tersedia","Jumlah Perlengkapan Peserta Didik yang Tersedia","Paket"
"1","1","2.0","3.06","32.0","Pengadaaan Sarana Mobilitas Sekolah","Sarana Mobilitas Sekolah yang Tersedia","Jumlah Sarana Mobilitas Sekolah yang Tersedia","Unit"
"1","1","2.0","3.06","33.0","Pengadaaan Alat Praktik dan Peraga Peserta Didik","Alat Praktik dan Peraga Peserta Didik yang Tersedia","Jumlah Alat Praktik dan Peraga Peserta Didik yang Tersedia","Paket"
"1","1","2.0","3.06","35.0","Pemeliharaan Rutin Sarana, Prasarana dan Utilitas Sekolah","Terlaksananya Pemeliharaan Rutin Sarana, Prasarana dan Utilitas Sekolah","Jumlah Sarana, Prasarana dan Utilitas Sekolah yang Dilaksanakan Pemeliharaan","Unit"
"1","1","2.0","3.06","37.0","Penyediaan Biaya Personil Peserta Didik Sekolah Menengah Kejuruan","Biaya Personil Peserta Didik Sekolah Menengah Kejuruan Diterima oleh Peserta Didik","Jumlah Peserta Didik Sekolah Menengah Kejuruan yang Menerima Biaya Personil Peserta Didik","Peserta didik"
"1","1","2.0","3.06","39.0","Penyelengaraan Proses Belajar dan Ujian bagi Peserta Didik","Terselenggaranya Proses Belajar dan Ujian bagi Peserta Didik","Jumlah Satuan Pendidikan yang Menyelenggarakan Proses Belajar dan Ujian","Satuan Pendidikan"
"1","1","2.0","3.06","41.0","Pembinaan Minat, Bakat dan Kreativitas Siswa","Siswa yang Mengikuti Ajang Kompetisi/Lomba Akademik dan Non Akademik","Jumlah Siswa yang Mengikuti Ajang Kompetisi/Lomba Akademik dan Non Akademik","Peserta Didik"
"1","1","2.0","3.06","42.0","Penyediaan Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Sekolah Menengah Kejuruan","Pendidik dan Tenaga Kependidikan Tersedia bagi Satuan Pendidikan Sekolah Menengah Kejuruan","Jumlah Pendidik dan Tenaga Kependidikan yang Tersedia pada Satuan Pendidikan Sekolah Menengah Kejuruan","Orang"
"1","1","2.0","3.06","43.0","Pengembangan Karir Pendidik dan Tenaga Kependidikan pada Satuan Pendidikan Sekolah Menengah Kejuruan","Pendidik dan Tenaga Kependidikan yang Mendapatkan Fasilitasi kenaikan Pangkat/Golongan, Pemberian Promosi, Peningkatan Kompetensi dan Kualifikasi","Jumlah Pendidik dan Tenaga Kependidikan yang Mendapatkan Fasilitasi Kenaikan Pangkat/Golongan, Pemberian Promosi, Peningkatan Kompetensi dan Kualifikasi","Orang"
"1","1","2.0","3.06","44.0","Pembangunan Bengkel/Unit Produksi","Bengkel/Unit Produksi yang Terbangun","Jumlah Bengkel/Unit Produksi yang Telah Dibangun","Unit"
"1","1","2.0","3.06","45.0","Pembinaan Kelembagaan dan Manajemen Sekolah Menengah Kejuruan","Terlaksananya Pembinaan Kelembagaan dan Manajemen Sekolah Menengah Kejuruan","Jumlah Sekolah Menengah Kejuruan yang Dilaksanakan Pembinaan Kelembagaan dan Manajemen","Satuan Pendidikan"
"1","1","2.0","3.06","46.0","Pengelolaan Dana BOS Sekolah Menengah Kejuruan","Terlaksananya Pengelolaan Dana BOS Sekolah Menengah Kejuruan","Jumlah Sekolah Menengah Kejuruan yang Mengelola Dana BOS","Satuan Pendidikan"
"1","1","2.0","3.06","47.0","Peningkatan Kapasitas Pengelolaan Dana BOS Sekolah Menengah Kejuruan","Meningkatnya Kapasitas Tenaga Pengelolaan Dana BOS Sekolah Menengah Kejuruan","Jumlah Tenaga Pengelola yang Meningkat Kapasitasnya dalam Pengelolaan Dana BOS Sekolah Menengah Kejuruan","Orang"
"1","1","2.0","3.06","48.0","Pemeliharaan Mebel","Terlaksananya Pemeliharaan Mebel Sekolah","Jumlah Mebel Sekolah yang Dilaksanakan Pemeliharaan","Unit"
"1","1","2.0","3.06","49.0","Peningkatan profesi pelaku perbukuan daerah pada","Satuan Pendidikan Menengah KejuruanPelaku perbukuan daerah yang mendapatkan fasilitasi peningkatan profesi","Jumlah Pelaku perbukuan daerah yang mendapatkan fasilitasi peningkatan profesi","Orang"
"1","1","2.0","3.06","50.0","Pembinaan Penggunaan Teknologi, Informasi danKomunikasi (TIK) untuk Pendidikan","Terlaksananya Pembinaan Penggunaan Teknologi, Informasi dan Komunikasi (TIK) untuk Pendidikan","Jumlah Orang yang Mendapatkan PembinaanPenggunaan Teknologi, Informasi dan Komunikasi (TIK) untuk Pendidikan","Orang"
"1","1","2.0","3.06","51.0","Pengembangan konten digital untuk pendidikan","Terlaksananya konten digital untuk pendidikan yangdikembangkan","Jumlah konten digital untuk pendidikan yang telah dikembangkan","Konten Digital"
"1","1","2.0","3.06","52.0","Pelatihan Penggunaan Aplikasi Bidang Pendidikan","Terlaksananya pelatihan penggunaan aplikasi di bidang pendidikan","Jumlah peserta pelatihan penggunaan aplikasi di bidang pendidikan yang dilaksanakan","Orang"
"1","1","2.0","3.06","53.0","Koordinasi, Perencanaan, Supervisi dan EvaluasiLayanan di Bidang Pendidikan","Terlaksananya Koordinasi, Perencanaan, Supervisi dan Evaluasi Layanan di Bidang Pendidikan","Jumlah Dokumen Hasil Koordinasi, Perencanaan, Supervisi dan Evaluasi Layanan di Bidang Pendidikan","Dokumen"
"1","1","2.0","3.06","54.0","Sosialisasi dan Advokasi Kebijakan Bidang Pendidikan","Terlaksananya kegiatan sosialisasi dan advokasi kebijakan di bidang Pendidikan","Jumlah kegiatan sosialisasi dan advokasi kebijakan di bidang Pendidikan yang dilaksanakan","Dokumen"
"1","1","2.0","3.06","56.0","Dukungan Terhadap Lembaga Keagamaan dan Lembaga Swadaya Masyarakat dalam Penyelenggaraan Pendidikan Sekolah Menengah Kejuruan","Terselenggaranya Dukungan Terhadap Lembaga Keagamaan, Lembaga Swadaya Masyarakat Penyelenggaraan Pendidikan Sekolah Menengah Kejuruan","Jumlah Lembaga Keagamaan dan Lembaga Swadaya Masyarakat Yang Mendapat Dukungan Penyelenggaraan Pendidikan Sekolah Sekolah Menengah Kejuruan","Lembaga"
"1","1","2.0","3.06","57.0","Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan","Terlaksananya Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan","Jumlah Peserta Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan yang dilaksanakan","Orang"
"1","1","2.0","3.06","58.0","Penyediaan infrastruktur TIK","Tersedianya infrastruktur TIK","Jumlah paket infrastruktur TIK yang tersedia","Paket"
"1","1","2.0","3.06","59.0","Pemberian layanan pendampingan bagi satuan pendidikan untuk pencegahan perundungan, kekerasan, dan intoleransi","Terlayaninya satuan pendidikan dalam pencegahan perundungan, kekerasan, dan intoleransi","Jumlah kegiatan pendampingan bagi satuan pendidikan untuk pencegahan perundungan, kekerasan, dan intoleransi","Kegiatan"
"1","1","2.0","3.06","60.0","Rehabilitasi sedang/berat Fasilitas Parkir","Fasilitas Parkir yang Terehabilitasi sedang/berat","Jumlah Fasilitas Parkir yang Telah Direhabilitasi sedang/berat","Unit"
"1","1","2.0","3.06","61.0","Perlengkapan Dasar Buku Teks dan Non Teks Peserta Didik","Peserta Didik Menerima Perlengkapan Dasar Buku Teks dan Non Teks","Jumlah Buku Teks dan Non Teks yang Diterima Peserta Didik","Buku"
"1","1","2.0","3.06","62.0","Fasilitasi sertifikasi kompetensi bagi pendidik SMK","Pendidik SMK yang mendapat sertifikat kompetensi","Pendidik SMK yang mendapat sertifikat kompetensi","Orang"
"1","1","2.0","3.06","63.0","Fasilitasi Sertifikasi Kompetensi Peserta Didik","Terlaksananya sertifikasi kompetensi peserta didik","Jumlah peserta didik yang memiliki sertifikasi kompetensi","Orang"
"1","1","2.0","3.06","64.0","Penataan Ruang/Sudut Baca","Ruang/Sudut Baca yang Tertata","Jumlah Ruang/Sudut Baca yang Telah Ditata","Ruang"
"1","1","2.0","3.06","65.0","Pembangunan Ruang Kelas Baru","Ruang Kelas Baru Bertambah","Jumlah Ruang Kelas Baru yang Bertambah","Ruang"
"1","1","2.0","3.06","66.0","Fasilitasi Komunitas Belajar Pendidik dan Tenaga Kependidikan","Komunitas Belajar Pendidik dan Tenaga Pendidik yang terfasilitasi","Jumlah Komunitas Belajar Pendidik dan Tenaga Pendidik yang terfasilitasi","Komunitas"
"1","1","2.0","3.07","","Penyediaan Pendidikan layanan khusus bagi OAP","","",""
"1","1","2.0","3.07","1.0","Penyediaan beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Sekolah Dasar","Tersedianya beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Sekolah Dasar","Jumlah Peserta Didik yang Menerima beasiswa bagi OAP pada Pendidikan Sekolah Dasar","Peserta Didik"
"1","1","2.0","3.07","2.0","Penyediaan beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Nonformal/Kesetaraan","Tersedianya beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Nonformal/Kesetaraan","Jumlah Peserta Didik yang Menerima beasiswa bagi OAP pada Pendidikan Nonformal/Kesetaraan","Peserta Didik"
"1","1","2.0","3.07","3.0","Penyediaan beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Sekolah Menengah Pertama","Tersedianya beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Sekolah Menengah Pertama","Jumlah Peserta Didik yang Menerima beasiswa bagi OAP pada Pendidikan Sekolah Menengah Pertama","Peserta Didik"
"1","1","2.0","3.07","4.0","Penyediaan beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Sekolah Menengah Atas","Tersedianya beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Sekolah Menengah Atas","Jumlah Peserta Didik yang Menerima beasiswa bagi OAP pada Pendidikan Sekolah Menengah Atas","Peserta Didik"
"1","1","2.0","3.07","5.0","Penyediaan beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Sekolah Menengah Kejuruan","Tersedianya beasiswa bagi peserta didik yang berprestasi yang diprioritaskan bagi OAP pada Pendidikan Sekolah Menengah Kejuruan","Jumlah Peserta Didik yang Menerima beasiswa bagi OAP pada Pendidikan Sekolah Menengah Kejuruan","Peserta Didik"
"1","1","2.0","3.07","6.0","Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Dasar","Tersedianya Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Dasar","Jumlah Satuan Pendidikan Yang Menerima Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Dasar","Satuan Pendidikan"
"1","1","2.0","3.07","7.0","Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Nonformal/Kesetaraan","Tersedianya Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Nonformal/Kesetaraan","Jumlah Satuan Pendidikan Yang Menerima Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Nonformal/Kesetaraan","Satuan Pendidikan"
"1","1","2.0","3.07","8.0","Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Menengah Pertama","Tersedianya Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Menengah Pertama","Jumlah Satuan Pendidikan Yang Menerima Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Menengah Pertama","Satuan Pendidikan"
"1","1","2.0","3.07","9.0","Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Menengah Atas","Tersedianya Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Menengah Atas","Jumlah Satuan Pendidikan Yang Menerima Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Menengah Atas","Satuan Pendidikan"
"1","1","2.0","3.07","10.0","Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Menengah Kejuruan","Tersedianya Penyediaan Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada Pendidikan Sekolah Menengah Kejuruan","Jumlah Satuan Pendidikan Yang Menerima Dukungan Penyelenggaraan Pendidikan Bagi OAP Yang Berada di Daerah yang Terpencil Atau Terbelakang, Daerah Dengan Kondisi Masyarakat Adat Yang Terpencil, Daerah Perbatasan Dengan Negara Lain, Daerah Yang Mengalami Bencana Alam, Bencana Sosial, Atau Daerah Yang Berada Dalam Keadaan Darurat Lain Pada PendidikanSekolah Menengah Kejuruan","Satuan Pendidikan"
"1","1","2.0","3.08","","Penyediaan bantuan fasilitas dan pembiayaan bagi pendidikan di luar kewenangan Kabupaten/Kota","","",""
"1","1","2.0","3.08","1.0","Penyediaan Bantuan Fasilitas Bagi Pendidikan di luar kewenangan Kabupaten/Kota","Tersedianya Bantuan fasilitas bagi pendidikan di luar kewenangan Kabupaten/Kota","Jumlah Bantuan fasilitas bagi pendidikan di luar kewenangan Kabupaten/Kota yang Tersedia","Satuan Pendidikan"
"1","1","2.0","3.08","2.0","Penyediaan Bantuan Pembiayaan Bagi Pendidikan di luar kewenangan Kabupaten/Kota","Tersedianya Bantuan pembiayaan bagi pendidikan di luar kewenangan Kabupaten/Kota","Jumlah Bantuan pembiayaan bagi pendidikan di luar kewenangan Kabupaten/Kota yang Tersedia","Satuan Pendidikan"
"1","1","2.0","3.09","","Koordinasi, Sinkronisasi dan PelaksanaanPenyelenggaraan Pendidikan Melalui Kemitraan dengan Dunia Usaha di Kabupaten/Kota","","",""
"1","1","2.0","3.09","1.0","Koordinasi, Sinkronisasi dan PelaksanaanPenyelenggaraan Pendidikan Melalui Kemitraan dengan Dunia Usaha","Terlaksananya Koordinasi, Sinkronisasi danPelaksanaan Penyelenggaraan Pendidikan Melalui Kemitraan dengan Dunia Usaha","Jumlah Satuan Pendidikan yang Terfasilitasi Kemitraan dengan Dunia Usaha","Satuan Pendidikan"
"1","1","2.0","4.01","","Pengelolaan Pendidikan Sekolah Dasar","","",""
"1","1","2.0","4.01","41.0","Dukungan Terhadap Lembaga Keagamaan dan Lembaga Swadaya Masyarakat dalam Penyelenggaraan Pendidikan Dasar","Terselenggaranya Dukungan Terhadap Lembaga Keagamaan dan Lembaga Swadaya Masyarakat dalam Penyelenggaraan Pendidikan Dasar","Jumlah Lembaga Keagamaan dan Lembaga Swadaya Masyarakat Yang Mendapat Dukungan Penyelenggaraan Pendidikan Sekolah Dasar","Lembaga"
"1","1","2.0","4.02","","Pengelolaan Pendidikan Sekolah Menengah Pertama","","",""
"1","1","2.0","4.02","54.0","Dukungan Penyelenggaraan Pendidikan Sekolah Menengah Pertama yang Melibatkan Lembaga Keagamaan, Lembaga Swadaya Masyarakat","Terselenggaranya Dukungan Penyelenggaraan Pendidikan Sekolah Menengah Pertama yang Melibatkan Lembaga Keagamaan, Lembaga Swadaya Masyarakat, dan Dunia Usaha","Jumlah Lembaga Keagamaan, Lembaga Swadaya Masyarakat, dan Dunia Usaha Yang Mendapat Dukungan Penyelenggaraan Pendidikan Sekolah Menengah Pertama","Lembaga"
"1","1","2.0","4.05","","Pengelolaan Pendidikan Sekolah Menengah Atas","","",""
"1","1","2.0","4.05","1.0","Pembangunan USB (Unit Sekolah Baru)","Sekolah Baru yang Terbangun","Jumlah Sekolah Baru yang Telah Dibangun","Unit"
